"age","gender","marital_status","years_edu","educ_level","income_decile","religiosity","life_satisfaction","happiness","health_status","social_meetings","trust_people","value_safe","value_free","value_tradition","value_fun","attend_relig","pray_freq","social_activity","internet_use","internet_time"
49,2,NA,12,313,6,0,6,7,2,5,5,4,3,4,3,7,7,3,5,120
83,1,NA,NA,610,4,10,8,8,3,2,0,3,3,3,5,3,1,2,1,NA
74,2,5,12,313,2,6,8,8,3,5,5,2,2,2,2,5,1,3,1,NA
68,2,NA,14,313,2,10,8,8,3,2,7,2,2,1,2,3,1,2,5,180
48,1,4,8,213,3,0,9,9,3,4,8,5,4,4,3,5,7,3,3,NA
27,2,6,12,321,7,0,7,6,1,5,0,2,1,1,2,7,7,2,5,150
53,2,5,4,113,1,10,7,7,3,1,4,1,3,3,4,6,1,1,1,NA
37,1,6,14,520,6,0,8,8,1,2,5,1,3,2,2,7,7,1,5,90
62,2,NA,12,323,8,9,10,8,2,2,8,3,3,3,3,4,1,3,4,120
36,2,NA,12,321,10,9,8,9,2,4,9,2,2,2,2,2,2,3,5,300
60,1,4,11,321,7,9,7,9,2,5,3,2,2,3,2,3,3,3,3,NA
67,2,NA,12,321,8,10,4,7,2,3,9,3,3,3,2,3,3,3,4,120
47,2,6,12,323,4,6,6,7,2,4,3,1,1,1,1,6,2,2,5,120
31,2,NA,17,720,10,5,3,3,5,3,4,2,1,4,1,7,6,2,5,360
21,2,6,15,313,NA,NA,NA,10,NA,6,5,3,3,3,3,NA,NA,4,5,180
59,2,NA,10,321,5,10,5,5,4,3,4,1,2,2,3,4,1,3,5,180
43,2,6,7,113,1,10,10,10,1,6,8,1,3,1,1,3,1,4,5,60
58,1,NA,11,321,6,6,7,7,1,4,5,2,2,2,3,4,4,3,4,150
88,2,5,8,213,1,8,6,7,3,4,3,1,3,2,2,3,2,3,1,NA
33,2,6,14,423,6,2,8,8,1,5,6,2,2,4,3,7,7,4,5,180
60,2,4,12,321,7,3,6,6,3,4,6,2,2,3,2,6,6,4,4,120
52,1,1,11,321,3,2,3,2,2,2,5,1,3,4,3,7,4,1,4,30
67,2,4,12,313,NA,8,9,9,2,5,0,2,3,1,1,4,2,3,4,180
29,2,NA,12,313,10,7,2,10,1,3,8,2,3,3,2,4,3,3,5,240
38,2,NA,12,323,5,6,5,5,2,2,6,3,3,3,3,7,3,3,5,180
61,1,5,8,213,1,5,6,8,3,4,0,2,3,2,2,5,1,3,1,NA
78,1,NA,8,213,7,10,7,7,3,5,6,3,3,3,3,3,1,1,2,NA
59,1,NA,11,321,7,0,7,7,2,2,4,4,3,5,4,7,7,1,1,NA
55,1,NA,13,323,NA,5,10,10,3,6,8,2,1,2,3,5,7,4,3,NA
34,1,6,11,321,NA,5,5,5,2,4,5,1,2,2,3,5,7,3,5,35
47,2,6,8,213,1,10,7,7,2,3,2,2,4,2,2,3,1,2,1,NA
23,2,6,12,323,1,10,6,7,2,4,5,1,3,6,1,7,7,2,5,105
43,2,NA,12,313,8,2,6,7,2,2,2,2,3,2,2,7,7,2,5,210
65,2,4,11,321,NA,0,7,7,3,1,1,2,2,1,1,6,6,2,4,60
61,2,5,17,610,9,4,9,9,2,4,2,2,1,5,1,7,7,3,5,180
64,2,NA,12,323,6,0,7,7,2,2,3,2,3,4,2,7,7,2,4,90
79,2,5,13,313,7,8,5,8,1,2,1,3,1,2,3,5,5,3,4,60
84,2,5,15,423,1,8,9,9,3,4,7,1,1,2,1,5,1,2,3,NA
49,2,6,11,321,2,2,6,6,3,2,4,4,5,4,4,6,7,1,1,NA
71,2,NA,16,610,6,8,8,3,2,1,1,2,2,3,3,4,4,3,1,NA
65,2,NA,8,213,5,7,8,7,3,2,5,2,2,2,2,5,3,3,1,NA
15,2,6,8,213,NA,0,8,8,1,6,7,2,3,4,3,6,7,3,5,240
76,1,NA,13,323,5,7,7,8,2,3,6,1,2,1,2,3,1,2,5,110
80,2,1,17,720,9,6,5,8,3,2,4,2,2,2,4,5,4,2,3,NA
23,2,NA,2,423,NA,8,8,8,2,6,5,1,1,2,1,4,6,4,5,180
25,2,6,12,321,8,2,2,8,2,2,1,2,2,1,2,7,7,2,5,300
NA,2,NA,12,323,5,0,5,7,3,4,0,1,3,1,3,7,7,3,5,150
63,1,NA,11,321,NA,5,10,5,5,6,0,1,1,1,2,7,7,3,1,NA
67,2,6,20,620,NA,NA,6,10,2,4,8,1,1,2,3,3,1,2,5,180
56,1,NA,14,423,3,5,8,7,1,2,1,3,2,2,4,6,5,2,4,80
65,2,5,10,321,1,5,9,10,2,4,7,2,2,2,2,6,1,3,5,120
62,2,NA,11,321,4,3,5,5,2,5,7,4,3,4,4,7,7,3,5,90
74,1,5,12,313,2,7,6,5,4,2,3,1,2,2,4,5,1,1,5,120
68,2,NA,10,321,5,5,3,6,3,1,1,2,5,2,2,6,7,1,1,NA
43,1,NA,18,610,8,6,10,7,3,2,10,2,2,4,4,6,6,3,5,120
58,2,NA,8,213,4,6,7,7,2,4,2,1,2,1,2,4,5,3,4,30
43,2,NA,8,213,6,6,7,6,2,1,2,1,3,2,2,6,6,1,5,868
69,1,NA,11,321,5,2,7,7,2,4,6,3,2,3,3,6,6,3,4,60
61,1,NA,11,321,NA,4,9,5,2,4,6,3,4,3,3,7,6,3,5,200
23,1,6,14,323,10,0,7,10,1,5,0,2,3,3,4,6,7,2,5,900
67,2,1,8,321,6,7,2,6,1,5,8,3,4,5,4,5,5,3,2,NA
44,2,NA,16,610,10,8,7,8,1,4,8,3,3,3,2,3,3,2,5,240
23,1,6,14,313,NA,7,8,9,2,6,7,1,3,2,1,6,6,3,5,180
33,2,NA,14,423,8,6,4,7,3,5,3,6,5,5,5,6,5,4,5,120
61,2,6,8,213,6,6,6,7,2,5,7,2,4,3,2,4,4,3,5,60
62,2,NA,17,610,8,6,6,8,3,2,3,1,3,3,5,6,7,1,5,80
69,2,NA,11,321,6,5,6,7,3,2,2,2,4,2,5,5,6,2,1,NA
63,1,4,11,321,1,7,6,10,3,2,0,2,2,1,1,5,2,1,5,600
65,1,NA,11,321,3,5,7,5,2,1,3,1,2,1,1,5,6,1,1,NA
68,1,NA,11,321,2,5,6,7,3,2,4,2,2,3,3,6,6,2,1,NA
29,2,NA,12,313,9,6,9,9,2,6,9,2,3,2,3,5,5,4,5,360
33,1,6,5,113,7,2,2,2,5,1,5,2,5,3,4,7,7,1,1,NA
63,2,4,12,313,NA,6,8,8,2,4,4,1,2,2,2,6,3,1,5,480
37,1,6,11,321,1,0,6,5,4,1,3,2,4,2,4,7,7,2,5,240
68,1,NA,11,321,5,10,5,6,2,6,3,4,2,4,2,5,6,4,4,60
42,2,NA,12,323,10,5,6,9,2,5,5,3,2,3,3,4,5,4,5,120
86,2,5,10,321,1,9,5,5,4,6,6,2,2,1,3,7,1,1,1,NA
25,2,6,14,423,NA,7,7,7,1,2,2,2,3,3,2,6,1,2,5,180
51,1,NA,8,213,NA,0,5,7,2,3,4,2,4,4,4,7,7,3,2,NA
83,2,NA,8,213,3,6,7,7,2,4,5,3,2,3,2,4,4,3,1,NA
47,2,NA,15,610,8,6,7,6,2,3,6,3,3,3,5,4,4,2,4,60
28,1,6,12,313,8,4,10,10,1,5,0,2,1,1,1,6,7,3,5,300
23,1,6,14,313,NA,0,9,10,1,6,9,2,2,6,1,7,7,3,5,480
48,1,4,23,720,8,7,5,7,1,4,4,4,3,4,4,6,6,4,5,180
63,2,NA,11,321,8,4,2,9,2,2,0,3,2,2,2,7,4,2,5,180
46,2,6,17,610,NA,0,7,7,2,2,4,2,3,2,2,7,7,2,4,80
90,2,5,6,113,7,10,10,5,5,1,6,2,2,1,4,7,1,1,1,NA
79,1,5,17,620,NA,8,4,5,3,2,4,3,5,3,2,5,1,1,2,NA
55,1,1,11,321,9,5,5,4,2,3,4,4,1,3,4,7,7,2,5,NA
71,2,5,12,313,2,2,10,6,3,3,0,1,2,1,2,7,7,2,5,60
40,2,NA,12,323,7,5,5,7,1,1,1,2,2,2,2,4,1,1,5,240
49,2,4,12,323,3,5,6,5,3,2,5,3,2,3,2,7,7,2,5,115
51,1,NA,12,323,4,6,6,7,1,2,5,2,1,2,2,5,4,2,4,90
72,2,NA,11,321,7,7,7,8,3,4,3,2,3,2,3,6,3,3,1,NA
65,2,NA,12,313,6,10,8,7,3,1,6,1,3,1,4,4,4,2,5,180
NA,1,NA,12,423,7,9,8,7,3,4,7,1,3,5,1,4,5,3,5,90
67,2,6,21,610,NA,7,9,9,3,7,7,1,1,1,1,7,1,1,5,150
76,2,5,12,323,1,5,7,8,2,3,2,2,2,3,3,5,5,2,3,NA
43,2,NA,16,423,4,8,8,8,3,2,4,1,2,2,3,4,2,1,5,120
45,2,4,15,423,3,0,4,6,2,3,8,1,2,2,2,7,7,NA,5,60
48,1,6,11,321,1,10,5,5,2,1,5,1,3,2,2,4,1,1,5,120
43,1,6,11,321,NA,0,8,8,1,2,5,2,4,6,3,6,7,3,5,120
68,2,NA,10,321,6,6,6,6,3,3,3,1,3,1,3,5,4,3,5,240
49,2,NA,12,313,10,10,9,10,1,5,6,2,4,2,3,3,3,2,5,90
37,2,NA,12,323,7,0,9,9,1,3,5,1,3,2,3,7,7,2,5,90
84,1,NA,8,213,3,0,8,9,3,3,5,2,3,3,3,7,7,2,4,90
46,1,6,11,321,2,1,6,6,2,3,4,3,2,4,4,7,7,2,3,NA
68,2,5,8,213,1,3,5,6,4,2,4,4,5,4,4,5,3,1,1,NA
64,2,4,16,610,4,4,7,7,2,3,4,2,2,4,2,5,4,4,4,110
35,2,6,11,321,8,5,5,10,1,4,3,3,1,2,2,4,5,3,4,150
44,1,NA,12,313,8,5,10,10,1,4,3,1,1,1,1,6,6,1,5,210
24,2,NA,12,313,6,2,5,6,2,1,1,2,3,2,2,7,7,3,5,360
58,1,NA,12,323,NA,0,8,7,3,2,6,2,2,1,2,7,NA,3,4,120
65,2,5,12,323,2,2,8,6,3,2,4,1,2,2,2,5,5,2,3,NA
42,2,NA,12,313,10,0,7,9,2,3,9,2,1,4,3,7,6,2,4,120
25,2,6,8,213,1,2,7,7,2,3,3,3,4,2,4,7,7,2,3,NA
83,1,NA,11,321,5,4,3,7,2,3,5,4,3,3,3,5,5,3,1,NA
76,2,NA,8,213,4,2,4,7,2,4,5,3,2,3,4,5,5,3,1,NA
86,2,5,8,213,1,10,5,5,5,2,2,1,2,1,1,7,7,1,1,NA
48,1,4,12,321,2,0,7,6,3,5,7,2,2,1,1,7,6,3,1,NA
48,1,NA,16,323,NA,9,9,9,2,4,7,1,1,1,1,3,1,3,5,120
65,2,NA,8,213,3,2,5,5,3,2,3,2,2,4,2,6,1,2,1,NA
77,2,NA,14,323,9,10,9,10,3,4,8,1,2,1,1,4,1,4,1,NA
25,1,6,14,323,5,4,5,8,1,7,1,2,1,2,2,6,6,3,5,60
24,1,6,12,323,1,0,6,7,1,3,6,3,2,4,2,7,7,3,4,90
66,2,NA,15,610,NA,5,8,8,2,2,3,1,1,3,2,7,7,2,5,30
66,2,NA,12,323,6,8,5,8,2,2,9,2,2,1,1,3,2,2,4,120
24,2,NA,12,313,6,0,8,8,2,3,4,2,3,4,4,7,7,2,4,90
45,2,NA,12,313,8,1,8,8,2,2,6,1,3,5,2,6,7,3,5,180
53,1,NA,12,321,2,2,5,7,3,2,4,2,3,3,2,5,6,NA,1,NA
17,2,6,11,213,NA,0,10,9,1,6,8,1,1,5,2,7,7,3,5,150
63,1,NA,10,321,7,5,5,5,3,3,3,1,3,2,2,5,5,3,5,180
52,2,4,11,321,8,3,7,8,2,4,7,2,2,2,2,6,6,3,5,180
57,2,NA,12,323,NA,2,7,8,2,4,3,2,2,5,3,7,7,3,5,60
29,1,6,8,213,6,3,5,10,1,3,2,3,3,3,4,5,5,3,5,490
47,2,NA,17,620,NA,0,7,7,2,3,6,1,2,2,3,7,7,3,5,300
51,2,6,16,610,NA,7,10,9,1,3,4,1,1,1,1,5,6,3,5,120
27,1,6,12,323,7,5,7,10,1,5,3,1,2,4,1,7,7,3,5,180
56,1,NA,13,423,NA,0,8,10,2,3,5,1,1,2,2,6,7,3,5,120
79,2,NA,8,213,2,0,7,7,4,4,8,2,3,1,2,7,7,NA,1,NA
68,2,NA,11,321,5,6,6,8,3,2,10,5,5,5,5,4,4,2,1,NA
74,2,4,16,610,NA,5,7,7,3,6,0,1,2,1,3,5,5,4,5,180
37,2,NA,12,323,6,0,7,8,2,4,5,2,2,3,2,7,7,3,5,120
52,1,NA,8,213,5,0,7,7,2,4,5,2,3,2,4,6,6,3,5,120
56,1,4,8,213,6,7,2,7,4,3,3,1,1,2,2,7,3,2,5,90
24,2,6,17,720,2,6,7,7,1,4,2,3,2,3,2,5,4,3,4,345
33,2,NA,12,323,7,4,5,9,1,3,9,2,3,3,2,5,5,2,5,240
22,2,6,12,323,NA,2,8,8,2,5,7,3,3,2,3,6,6,3,5,120
74,1,5,11,321,NA,0,5,6,3,2,3,5,5,5,4,7,7,2,1,NA
67,2,NA,8,213,4,5,5,8,2,2,3,2,1,5,6,5,5,3,4,120
24,1,6,8,213,NA,5,2,6,2,2,3,1,1,1,1,7,6,1,4,90
49,2,NA,16,610,10,8,9,8,2,3,8,4,3,3,4,2,2,4,4,120
69,2,NA,8,213,NA,8,10,10,4,3,10,1,4,1,4,4,3,2,1,NA
68,2,5,12,323,1,5,7,8,2,2,3,3,3,4,4,4,3,2,4,60
42,1,6,11,321,9,0,6,7,2,3,4,4,1,3,1,6,7,3,5,120
60,2,NA,11,321,NA,0,7,8,1,2,6,1,2,2,2,6,7,2,3,NA
32,1,NA,11,321,6,3,7,7,2,3,7,3,4,3,3,7,7,2,3,NA
58,1,6,11,321,2,3,4,5,3,6,10,1,5,5,1,6,7,4,1,NA
68,2,NA,8,213,4,2,3,8,3,2,4,2,3,4,4,6,6,2,5,60
56,1,6,8,213,1,2,2,2,3,6,3,2,2,1,3,7,7,3,1,NA
31,1,6,12,313,7,0,9,8,1,3,10,2,2,1,2,7,7,2,5,180
19,2,6,12,313,5,1,7,5,2,5,6,2,4,3,4,7,7,3,5,210
28,1,NA,NA,520,7,5,9,8,1,4,4,2,1,1,2,5,5,3,5,180
59,2,NA,12,313,3,6,7,8,3,1,5,1,2,1,1,3,2,1,5,60
24,1,6,11,321,NA,0,0,2,2,6,0,1,1,5,2,7,7,1,5,600
34,2,NA,15,720,NA,0,8,9,1,2,4,1,1,3,1,7,7,3,5,510
NA,2,6,10,321,6,7,5,7,3,1,7,3,3,3,3,7,7,3,5,60
38,2,NA,22,710,8,6,9,6,3,2,10,1,2,2,1,6,4,2,5,180
41,1,6,12,323,7,8,8,10,1,6,5,2,1,3,3,7,3,2,5,150
68,2,5,8,213,1,6,5,6,5,2,3,4,4,3,3,6,3,1,1,NA
31,2,NA,11,321,10,0,7,5,1,4,7,3,3,3,3,7,7,3,5,360
58,1,5,12,213,6,10,0,2,4,4,7,6,4,1,3,5,5,2,1,NA
57,2,NA,8,213,5,1,6,7,2,4,3,2,3,3,2,6,6,3,4,120
79,1,NA,8,213,4,10,5,6,4,2,2,1,1,2,2,7,2,3,1,NA
57,2,4,20,610,5,0,5,4,2,2,3,1,2,3,4,7,7,3,4,120
90,2,5,4,113,9,10,9,9,3,1,1,1,1,4,1,3,1,1,1,NA
90,2,5,6,113,4,9,10,10,3,3,3,1,1,1,1,5,2,NA,1,NA
40,1,6,16,610,4,6,7,7,1,4,2,2,2,3,2,5,3,3,5,105
61,1,6,12,313,8,7,8,5,2,5,4,4,4,2,3,3,2,4,5,180
20,1,6,8,213,2,0,5,6,3,6,2,2,3,2,2,7,7,1,5,180
66,2,NA,23,710,6,7,3,10,1,5,0,4,2,1,3,4,5,3,5,80
53,1,4,14,323,NA,3,5,3,2,2,7,1,5,1,4,7,4,1,5,150
79,1,NA,14,520,NA,4,8,9,2,2,3,2,2,3,3,5,3,2,4,NA
18,2,6,11,213,NA,0,5,8,1,5,2,4,2,2,3,6,7,3,5,270
19,1,6,12,313,6,3,8,9,2,7,7,2,2,5,2,6,7,3,5,270
38,1,NA,14,423,4,6,7,8,1,1,5,2,2,2,1,4,1,1,5,60
27,2,NA,18,610,6,8,10,10,2,3,6,2,2,2,2,6,6,3,5,150
38,1,NA,12,313,NA,0,9,7,2,5,3,2,2,2,2,6,6,3,5,360
52,2,NA,22,610,9,6,6,8,1,3,6,3,3,1,1,5,2,3,5,300
44,2,NA,11,321,NA,5,8,8,2,4,7,1,2,1,2,5,6,3,5,60
26,1,6,12,313,NA,0,6,7,1,4,3,5,5,2,3,7,7,4,5,270
67,1,NA,11,321,6,6,5,6,2,4,7,2,1,1,1,5,6,3,5,120
42,2,4,11,321,NA,0,5,5,3,3,5,2,3,2,2,7,7,3,1,NA
48,2,6,14,610,NA,3,6,6,3,2,4,2,3,4,4,7,6,2,4,300
32,2,6,12,323,NA,5,7,6,2,5,5,1,1,2,2,5,NA,2,5,60
56,1,5,10,321,NA,2,3,5,4,7,7,3,3,4,3,7,7,3,1,NA
24,2,NA,12,323,10,6,5,8,2,2,9,3,3,2,2,5,2,2,5,120
72,1,4,15,323,3,5,4,8,5,2,4,1,5,1,1,7,7,1,1,NA
47,2,NA,12,313,9,9,8,8,1,4,6,3,3,3,4,3,4,2,5,180
69,1,5,11,321,NA,10,8,8,3,2,0,1,1,1,1,4,1,1,1,NA
57,1,5,12,323,NA,2,3,2,4,1,2,3,3,4,3,7,7,2,1,NA
68,2,NA,11,321,4,7,4,4,3,4,4,1,2,2,2,4,2,2,3,NA
21,1,6,14,423,9,3,8,8,1,3,5,2,2,4,2,6,6,3,4,130
66,2,NA,11,321,8,5,9,7,2,3,7,2,2,2,3,3,1,3,4,120
72,2,5,17,620,3,5,6,6,2,4,2,2,2,2,1,6,2,3,5,200
73,2,5,20,610,5,5,7,6,3,6,8,3,3,3,3,4,4,4,2,NA
39,2,NA,13,423,6,0,7,9,2,3,5,1,3,3,3,7,7,3,5,150
65,1,NA,17,720,3,5,8,7,2,3,3,1,2,1,2,6,6,2,5,120
46,2,6,10,321,10,8,8,9,2,5,3,3,4,3,3,4,1,3,5,90
24,2,6,11,321,9,0,5,5,1,4,5,1,2,4,3,7,7,3,5,180
69,2,4,8,213,6,9,7,8,3,2,5,4,5,5,4,4,4,2,4,60
33,2,1,12,313,9,0,10,10,1,2,4,1,1,1,1,6,6,2,5,300
28,2,6,8,213,2,9,8,9,3,4,0,1,1,3,1,4,7,2,2,NA
57,2,NA,11,321,9,10,8,9,1,3,8,2,2,2,2,2,2,2,5,180
51,2,NA,12,313,4,2,8,8,3,3,6,3,4,2,1,7,7,3,4,100
69,2,5,12,321,1,7,5,4,3,2,1,1,4,4,2,3,2,3,3,NA
31,2,NA,12,323,NA,1,8,9,1,6,3,1,1,3,1,7,7,3,5,240
32,2,6,12,313,5,2,10,10,1,4,2,2,1,1,2,6,7,2,5,428
53,2,4,8,213,7,6,7,7,2,3,3,2,4,3,4,4,3,2,3,NA
48,2,4,12,313,NA,5,9,8,2,2,2,2,1,1,1,6,6,2,5,600
52,2,4,11,321,2,3,7,7,2,2,3,3,2,4,5,5,5,2,5,60
72,2,5,11,321,1,5,5,5,5,2,2,1,4,3,2,7,7,2,1,NA
67,1,NA,NA,321,NA,10,6,6,2,2,3,1,2,3,2,3,2,3,5,90
58,2,NA,22,710,8,8,4,7,2,3,8,4,3,3,2,5,2,3,5,300
33,1,NA,16,610,9,3,9,9,1,5,8,2,2,2,1,6,6,3,5,480
61,2,NA,12,323,7,4,5,4,3,2,3,1,4,2,4,7,7,2,5,60
25,1,6,16,620,9,1,9,10,1,4,8,3,3,4,2,7,7,4,5,240
67,2,NA,11,321,NA,0,8,7,3,3,5,1,1,1,1,6,6,3,5,120
61,2,NA,11,321,9,6,7,9,2,3,10,3,2,3,2,6,6,2,5,60
55,1,4,11,321,1,5,5,NA,2,4,4,6,3,4,3,5,6,3,4,NA
69,2,NA,17,620,8,7,7,7,2,4,6,5,2,4,3,3,3,3,5,120
69,1,4,8,213,1,4,4,4,4,1,0,2,2,2,3,6,6,1,1,NA
56,2,4,12,313,NA,3,5,6,2,4,3,5,2,5,3,6,6,4,5,180
43,1,6,8,213,NA,3,0,2,3,2,3,3,4,3,4,7,7,2,1,NA
44,1,NA,18,720,10,0,10,10,2,4,5,2,2,4,3,7,7,3,5,360
39,2,NA,12,323,7,2,8,8,1,2,7,1,2,3,3,7,7,3,5,120
26,1,NA,14,313,NA,2,8,10,1,6,5,1,2,3,1,NA,7,3,5,150
30,1,6,12,321,NA,2,6,7,1,2,5,2,NA,4,3,7,7,1,4,NA
16,2,6,10,213,2,0,10,10,1,6,10,2,1,2,2,7,7,3,5,180
68,2,5,13,323,1,5,6,5,1,6,5,2,4,5,5,6,1,1,5,120
81,2,5,12,313,1,7,9,5,5,1,0,1,1,1,5,7,1,NA,1,NA
33,2,6,14,313,5,7,6,8,2,4,7,2,4,3,3,3,3,3,5,270
38,1,NA,12,321,NA,0,6,8,2,6,2,2,2,3,1,6,7,3,3,NA
74,1,NA,11,321,4,10,10,7,3,4,4,4,4,2,3,3,1,4,1,NA
45,1,NA,11,321,NA,4,8,8,2,5,4,2,2,4,2,7,7,3,4,90
20,2,6,12,313,NA,1,9,9,1,5,0,1,1,6,1,6,7,3,5,360
73,1,5,14,323,5,4,4,7,2,2,4,2,4,3,2,6,6,2,1,NA
62,2,5,12,313,NA,5,5,5,3,6,8,1,1,2,2,5,2,3,5,60
19,2,6,12,313,6,7,7,8,1,5,7,5,3,2,4,7,7,3,5,180
47,1,NA,12,321,6,0,8,9,2,5,6,2,2,4,4,7,7,3,5,80
19,2,6,12,313,NA,0,6,8,1,6,2,4,2,2,2,6,6,4,5,300
83,1,NA,11,321,4,6,7,7,3,4,4,2,3,2,2,4,4,3,1,NA
62,2,NA,11,321,1,10,10,10,2,7,1,1,1,2,2,4,3,3,1,NA
53,2,NA,11,321,10,6,3,5,2,2,8,2,3,2,2,5,5,3,5,180
36,1,6,11,321,7,0,8,8,1,3,6,2,2,3,3,7,7,2,5,90
43,1,NA,12,323,9,4,7,7,2,5,3,4,2,2,2,5,5,3,5,120
46,2,6,12,313,NA,0,7,7,2,4,5,3,2,2,2,5,7,3,5,360
53,2,NA,16,610,7,5,10,10,2,5,4,2,1,1,1,6,6,3,5,NA
66,2,NA,11,321,3,2,3,4,3,2,2,3,2,3,4,5,6,2,5,90
27,2,6,8,213,6,4,8,8,2,6,2,4,NA,4,2,6,4,3,2,NA
17,1,6,11,213,4,1,6,6,3,4,5,4,3,4,3,7,7,2,5,170
50,2,4,11,321,1,5,7,7,2,3,2,2,2,3,2,5,5,2,4,120
66,1,NA,11,321,6,6,6,6,3,3,2,3,4,4,3,6,5,3,1,NA
27,1,6,8,213,1,2,7,7,1,2,2,2,3,2,2,NA,7,2,5,150
60,2,NA,8,213,NA,8,8,8,2,4,8,1,2,2,2,4,1,3,4,60
55,1,5,12,323,4,0,6,7,2,5,3,3,2,2,2,7,7,3,4,60
54,2,NA,11,321,5,8,10,10,3,6,5,1,3,2,2,4,1,3,5,60
85,1,6,8,213,4,7,3,5,2,2,7,2,4,3,3,7,2,1,1,NA
50,1,6,12,321,1,2,6,5,2,5,1,4,2,5,2,7,7,2,3,NA
75,1,NA,12,323,NA,8,6,7,3,3,7,4,3,3,2,4,5,3,4,120
68,1,NA,11,321,NA,4,8,9,2,6,0,3,1,2,1,5,7,4,4,30
76,1,NA,15,610,8,7,8,9,2,4,7,2,2,2,3,4,4,5,4,70
64,1,4,9,213,1,NA,5,2,2,1,1,4,3,4,3,7,7,1,3,NA
72,2,NA,11,321,3,2,8,7,3,3,4,3,3,4,4,7,7,1,1,NA
47,2,NA,13,423,5,5,6,6,3,4,7,2,2,2,2,5,4,2,5,60
31,2,6,16,610,NA,0,NA,NA,1,2,0,2,2,2,2,7,7,2,5,60
57,1,NA,11,321,1,0,8,6,3,2,5,2,2,2,2,7,5,1,2,NA
42,2,NA,16,610,7,5,10,9,2,2,6,2,1,2,2,6,5,2,5,40
40,1,NA,12,321,5,0,2,10,3,5,2,2,1,1,2,6,7,3,2,NA
62,1,6,8,113,1,2,3,3,4,1,3,2,4,4,4,7,7,1,1,NA
30,2,NA,11,321,6,6,7,7,2,4,6,2,3,2,2,5,5,3,4,90
70,1,NA,20,800,7,6,3,7,3,5,1,2,1,3,3,5,5,3,5,480
50,1,NA,11,321,3,0,5,2,3,2,1,1,1,5,2,7,7,2,5,90
41,2,NA,12,323,4,NA,7,6,1,5,9,3,3,4,2,6,6,3,NA,NA
48,2,4,12,313,7,4,9,10,1,2,0,1,1,1,1,6,6,2,5,390
38,2,NA,12,313,10,6,8,5,2,2,8,1,2,3,2,6,6,2,5,300
50,2,4,17,423,NA,6,5,6,2,2,4,1,1,3,1,5,2,1,4,30
63,2,NA,12,313,3,2,6,3,3,3,6,4,3,3,3,6,5,3,4,130
70,2,5,10,213,1,9,4,5,5,3,2,1,NA,1,6,7,1,2,1,NA
85,2,5,8,213,1,8,6,7,5,1,6,1,4,2,4,7,1,1,1,NA
67,2,NA,11,321,3,9,6,6,4,6,2,1,5,1,4,4,1,3,1,NA
53,2,NA,17,720,7,3,NA,7,2,3,5,2,2,2,2,7,4,3,5,90
70,2,5,8,213,1,6,8,7,3,2,0,2,1,1,1,5,1,1,5,60
67,2,NA,14,321,2,5,7,8,2,2,6,3,3,3,3,3,3,2,3,NA
50,2,4,12,323,4,7,6,6,2,4,2,1,1,1,1,5,3,3,5,120
47,1,4,11,321,8,0,7,7,3,2,4,2,2,5,4,7,7,2,4,180
67,2,NA,14,323,6,0,10,10,1,3,7,2,2,3,2,6,1,2,5,120
32,2,NA,12,321,NA,6,8,8,2,5,3,1,3,3,3,7,2,3,5,150
43,2,NA,11,321,3,6,5,4,2,2,7,1,3,4,3,6,3,1,5,120
28,1,6,11,321,3,0,5,5,2,3,5,4,3,4,3,7,7,3,3,NA
60,2,6,12,323,6,1,2,8,3,4,4,2,2,2,2,7,7,3,4,60
26,2,NA,16,423,6,0,7,7,2,3,7,2,3,3,3,6,6,3,5,130
57,1,NA,11,321,NA,0,9,8,2,3,0,1,1,1,1,5,6,1,5,300
48,1,4,11,321,4,2,6,7,2,4,4,3,4,4,3,6,6,3,5,60
65,1,NA,14,423,10,1,7,8,2,5,7,2,2,5,4,7,7,NA,3,NA
42,1,NA,12,323,7,1,8,9,1,4,6,2,2,3,2,7,7,3,5,120
39,2,NA,17,423,10,7,7,9,3,3,5,2,1,2,2,4,3,3,5,240
33,2,NA,12,323,6,2,3,5,2,2,1,3,2,2,3,7,7,2,5,360
41,2,6,8,213,1,2,10,8,2,3,1,1,5,5,3,7,6,2,5,420
46,1,NA,17,720,8,3,8,9,2,4,6,3,1,4,2,6,6,4,5,180
44,2,6,13,423,7,5,7,7,2,3,6,1,2,3,3,5,4,4,5,140
32,2,6,12,313,5,3,9,10,1,3,3,1,1,1,1,6,7,2,5,480
53,2,NA,15,520,8,0,4,4,1,4,6,2,2,3,4,7,7,4,5,60
53,2,4,11,321,3,0,5,6,4,2,2,2,3,5,3,7,7,1,5,240
37,2,NA,12,313,3,6,9,8,1,1,5,1,1,1,1,5,3,1,5,80
27,2,NA,16,610,NA,7,8,8,2,3,1,1,3,2,2,4,1,3,3,NA
33,1,NA,12,323,5,0,9,7,2,5,8,3,4,4,2,7,7,3,5,120
21,2,6,12,313,2,1,7,8,1,4,1,3,2,1,1,4,2,3,5,290
58,1,NA,11,321,NA,8,7,8,2,6,5,2,2,3,2,5,6,4,5,90
67,2,NA,11,321,4,0,5,7,3,2,5,1,2,4,2,7,7,3,3,NA
52,1,NA,12,323,8,0,3,9,1,3,9,1,1,2,1,6,7,3,5,240
63,2,NA,16,710,NA,0,3,3,3,2,6,2,2,4,3,7,7,3,4,180
