"age","gender","marital_status","years_edu","educ_level","income_decile","religiosity","life_satisfaction","happiness","health_status","social_meetings","trust_people","value_safe","value_free","value_tradition","value_fun","attend_relig","pray_freq","social_activity","internet_use","internet_time"
19,2,6,12,313,NA,5,8,8,1,7,7,1,1,1,1,6,5,3,5,720
72,2,5,10,222,NA,5,8,7,2,4,0,1,3,3,3,5,1,1,2,NA
49,2,NA,13,323,7,8,5,6,2,4,2,2,3,2,3,5,5,3,5,600
34,1,NA,12,323,NA,7,6,6,1,3,6,3,2,2,2,5,2,3,5,60
74,1,6,11,313,6,6,6,5,3,4,2,4,4,5,4,5,5,2,1,NA
32,2,6,12,323,7,5,8,8,1,6,5,1,2,1,1,6,6,3,5,120
68,2,NA,12,323,7,5,2,5,2,7,2,2,4,2,4,5,2,3,1,NA
23,2,NA,12,313,NA,10,10,10,2,7,5,2,2,2,1,3,1,3,5,600
24,2,6,12,313,NA,10,6,7,1,3,4,3,3,2,2,3,3,3,3,NA
19,1,6,12,213,NA,7,6,4,1,5,3,3,3,2,4,3,2,1,5,180
20,2,6,12,313,9,5,7,8,1,7,5,2,2,2,2,5,5,3,5,600
23,2,6,15,313,8,0,6,8,1,6,3,5,1,5,2,5,6,3,5,300
42,2,NA,12,323,6,2,10,8,2,2,6,1,1,1,2,4,3,2,4,240
19,1,6,7,213,1,0,0,5,3,4,0,1,3,3,3,7,7,2,2,NA
71,1,5,11,313,2,3,5,5,3,6,0,1,1,2,3,7,6,3,1,NA
18,1,6,10,222,9,0,4,5,1,7,7,3,1,3,1,6,7,3,5,210
35,2,NA,17,720,9,4,7,7,2,4,8,2,2,1,3,4,5,3,5,180
28,1,6,12,323,6,0,3,5,1,6,3,4,2,3,2,7,7,3,5,270
86,2,5,4,213,3,5,3,5,4,2,10,1,5,3,4,6,6,3,1,NA
78,2,1,11,323,2,NA,5,6,3,2,0,2,1,6,6,7,1,1,5,90
73,2,5,11,323,3,5,3,2,3,4,7,1,3,3,3,5,NA,2,1,NA
76,2,5,11,313,NA,10,2,2,4,5,5,1,1,1,5,3,1,3,1,NA
54,1,NA,12,323,8,0,7,7,2,4,6,2,1,1,3,5,7,2,3,NA
73,1,5,17,720,8,0,8,6,3,6,7,2,1,5,4,7,7,4,5,150
58,1,NA,14,421,NA,0,7,7,2,6,7,6,1,3,1,6,7,4,5,360
50,2,6,15,610,10,8,6,6,2,6,4,1,1,1,4,5,1,4,3,NA
47,1,NA,12,313,10,8,8,7,2,4,0,3,3,2,3,4,1,3,5,180
25,1,6,11,323,4,7,8,9,2,7,10,2,2,NA,2,6,NA,3,5,120
67,2,NA,14,421,4,7,7,7,2,7,7,1,2,1,1,5,5,4,5,120
24,2,6,16,313,NA,0,7,7,1,6,3,3,2,3,2,7,7,3,5,480
50,2,NA,11,323,7,6,5,7,3,5,4,1,1,1,3,5,5,3,5,240
46,1,NA,17,720,9,1,8,8,1,5,6,2,1,2,1,5,7,3,5,180
54,1,NA,12,323,NA,5,5,3,2,5,0,2,1,2,3,6,6,3,5,300
46,1,4,13,421,6,0,5,5,1,2,2,2,3,3,3,6,7,1,5,90
44,2,NA,8,222,6,4,3,4,3,6,0,3,3,1,1,5,1,4,2,NA
81,2,6,2,0,2,10,0,0,5,2,0,3,3,4,3,7,1,1,1,NA
62,2,NA,12,313,6,10,6,6,2,6,8,2,2,2,2,5,5,3,5,600
59,1,NA,18,800,9,1,8,8,2,4,4,1,1,2,3,5,5,3,5,240
42,2,6,7,213,2,5,4,6,2,6,3,2,4,3,5,7,6,3,1,NA
54,1,6,10,229,NA,0,4,4,3,2,2,NA,3,6,3,7,7,1,2,NA
78,2,5,16,620,4,6,8,7,2,6,1,4,4,2,3,5,3,4,2,NA
29,1,6,16,620,9,3,7,6,2,7,3,3,3,3,3,7,6,3,5,300
67,1,5,11,323,2,5,5,5,2,6,3,1,1,2,3,6,4,3,1,NA
68,2,4,19,720,NA,2,7,7,2,5,2,2,3,4,4,7,6,3,5,120
80,1,NA,10,229,3,0,5,5,3,7,0,4,3,3,2,7,7,3,1,NA
18,2,6,11,213,7,3,9,9,1,7,8,1,2,2,1,5,5,3,5,180
27,2,6,12,313,9,5,7,7,1,7,8,1,1,1,1,5,5,3,5,480
46,2,NA,11,313,NA,7,10,10,1,7,5,1,1,1,1,3,1,3,5,120
31,1,NA,12,323,7,5,6,5,2,5,2,2,2,2,3,5,5,3,5,600
66,2,5,8,222,5,8,5,6,2,4,4,2,5,1,6,3,3,3,5,170
47,1,NA,18,720,10,5,7,7,2,6,3,1,3,1,1,5,5,3,5,60
70,2,4,16,720,4,7,4,6,2,5,6,1,1,1,6,4,3,3,5,330
49,1,6,15,620,NA,5,8,10,2,7,5,1,1,2,1,3,3,3,5,480
64,2,NA,15,620,7,4,7,7,2,4,8,1,4,3,2,5,5,3,2,NA
35,1,6,12,323,NA,0,6,8,2,5,4,3,2,3,3,6,6,2,5,240
75,1,NA,11,323,5,5,10,9,2,7,0,4,1,3,1,5,6,4,5,180
53,2,5,12,313,NA,5,9,10,1,7,8,4,3,2,5,5,4,3,4,90
57,2,4,11,313,4,8,8,7,3,2,6,2,4,3,2,5,4,2,5,60
42,1,6,15,620,9,5,10,10,2,7,5,2,2,2,2,5,5,3,5,480
52,2,NA,12,313,9,2,6,6,2,4,4,1,1,2,2,5,5,2,4,120
83,1,NA,11,323,NA,0,6,6,3,5,0,2,1,2,5,7,7,3,1,NA
72,2,NA,11,323,8,9,8,8,2,6,7,1,2,1,3,3,2,3,5,150
87,2,5,11,323,2,6,NA,7,3,5,2,2,3,1,2,6,6,NA,1,NA
25,1,6,14,313,6,9,5,5,1,7,5,1,1,2,2,3,1,3,5,300
56,2,NA,11,313,8,5,6,6,2,4,4,1,3,1,4,4,4,3,2,NA
18,2,6,12,313,6,NA,1,7,1,5,2,3,2,4,3,77,NA,2,5,600
66,1,NA,11,313,NA,0,7,7,2,6,1,2,2,2,3,7,7,3,3,NA
66,2,NA,11,323,2,7,2,4,3,2,0,2,2,5,3,5,2,1,2,NA
41,2,NA,14,610,9,3,9,7,2,6,6,3,3,3,2,6,5,3,5,300
22,2,6,12,313,NA,5,10,10,1,7,3,1,1,1,1,5,5,3,5,600
65,2,5,11,323,2,7,4,5,4,4,6,1,3,2,6,6,6,2,1,NA
80,2,5,13,610,7,5,5,5,3,3,0,1,2,1,3,3,4,2,1,NA
84,1,5,10,323,NA,0,8,6,3,6,0,1,2,1,3,7,7,3,1,NA
63,2,5,11,213,2,5,5,7,3,4,7,3,2,1,4,5,1,3,1,NA
42,1,6,16,620,9,0,7,8,3,3,4,3,2,3,2,7,7,2,4,480
38,2,6,18,720,8,6,8,7,2,NA,4,3,3,3,3,6,6,3,5,480
85,2,5,13,323,2,7,5,4,3,4,4,1,4,2,2,5,5,3,1,NA
79,2,5,12,323,2,7,6,6,3,6,5,2,3,2,4,5,5,3,1,NA
79,2,5,7,213,7,10,0,0,2,2,2,1,2,1,3,5,1,2,1,NA
24,1,6,8,222,4,3,1,3,1,7,2,5,1,1,2,4,4,5,1,NA
49,1,4,11,313,2,8,4,4,2,7,2,4,3,4,1,6,4,3,5,180
78,2,NA,10,323,5,2,7,7,3,2,3,2,3,2,4,6,6,2,1,NA
45,2,6,19,720,7,2,6,6,1,5,2,3,3,2,2,5,5,3,5,390
18,1,6,11,213,NA,0,8,8,1,7,5,2,4,5,2,7,7,3,5,390
32,1,6,13,313,NA,0,1,3,1,7,0,NA,NA,NA,NA,7,NA,3,5,360
49,2,6,13,313,NA,5,4,5,2,3,5,2,4,2,3,4,4,2,5,300
68,2,5,11,313,2,5,5,5,2,7,10,2,3,2,5,5,2,3,5,180
29,1,NA,12,323,NA,3,7,7,1,6,7,5,1,3,2,6,7,3,5,240
23,2,6,11,313,6,8,7,7,1,7,3,1,1,1,1,4,1,3,5,120
65,2,NA,11,323,7,7,5,6,3,2,5,4,3,3,2,4,1,3,5,220
60,1,NA,12,323,NA,5,7,7,2,7,0,2,2,2,2,3,1,3,5,120
78,1,5,11,323,3,3,6,5,3,6,2,1,2,2,2,6,6,3,1,NA
18,2,6,11,222,8,0,7,5,1,7,8,1,3,2,1,6,7,3,5,180
64,1,6,11,323,3,9,NA,4,2,3,9,3,5,3,5,3,3,4,5,60
34,1,6,15,620,6,2,6,5,2,6,3,4,2,4,3,6,6,4,5,240
74,1,NA,9,222,4,5,7,7,2,4,5,2,2,2,3,3,1,3,1,NA
25,1,6,12,313,10,0,8,5,2,6,7,5,1,3,2,7,7,2,5,240
76,1,NA,12,323,6,3,6,7,2,4,3,1,1,1,4,4,4,3,1,NA
35,2,NA,17,720,8,7,7,8,1,7,6,2,2,1,3,5,5,3,5,180
29,1,6,12,323,4,0,5,4,1,4,4,3,1,3,1,6,7,2,5,120
17,1,6,10,222,8,0,3,2,1,6,7,5,1,4,1,7,7,1,5,240
20,1,6,12,313,NA,5,10,10,1,7,5,3,1,3,1,5,5,3,5,720
25,2,6,16,620,7,1,7,8,1,4,4,1,3,1,1,5,5,3,4,90
72,2,NA,11,323,6,7,7,7,2,6,3,2,2,1,3,5,2,3,1,NA
23,2,6,12,313,9,2,5,7,1,4,4,2,3,1,2,5,5,3,4,120
43,2,6,11,313,7,7,7,7,2,5,2,3,2,2,3,5,NA,4,5,90
87,2,5,13,610,NA,1,10,10,2,6,2,3,2,4,2,5,5,5,5,180
55,1,NA,12,323,6,3,6,6,2,5,3,5,1,2,2,5,1,3,5,120
85,1,NA,10,229,5,2,2,3,3,7,4,4,3,4,3,6,4,4,1,NA
61,1,NA,17,720,10,5,6,8,3,4,4,3,3,2,3,7,5,3,2,NA
53,1,NA,17,800,10,0,8,8,1,4,8,1,1,2,2,5,6,3,5,90
69,1,NA,12,323,5,0,3,5,3,6,0,2,1,3,2,5,5,2,2,NA
36,2,NA,15,610,10,3,8,8,1,5,8,2,2,1,2,4,4,4,5,90
32,1,6,16,720,NA,5,10,10,1,7,0,1,1,1,1,5,1,3,5,780
76,1,NA,11,323,5,5,6,7,2,5,1,2,2,1,4,3,1,3,2,NA
68,2,5,11,313,2,7,5,5,2,6,0,1,1,1,3,5,3,3,1,NA
75,2,5,11,229,2,8,5,5,3,7,0,1,1,1,3,2,2,3,1,NA
45,1,6,12,313,NA,7,9,8,1,5,3,1,2,2,2,6,1,2,5,120
81,1,5,10,323,2,2,7,8,3,6,3,2,2,2,5,5,5,3,1,NA
59,1,NA,8,213,NA,10,5,5,3,7,0,NA,3,2,3,1,1,2,1,NA
71,2,NA,15,620,NA,5,7,7,3,7,5,2,5,2,5,4,3,3,1,NA
81,2,5,7,213,2,7,7,7,3,6,3,1,3,2,5,3,1,3,1,NA
18,1,6,11,222,NA,5,10,10,1,7,3,1,1,1,1,5,5,3,5,840
73,1,NA,17,720,NA,2,10,8,2,7,0,5,2,3,1,6,6,5,5,120
59,2,NA,7,213,NA,1,NA,5,2,2,4,2,3,1,5,7,3,4,2,NA
50,1,NA,12,323,9,0,5,5,2,4,3,3,2,3,3,7,7,3,4,120
74,2,5,11,313,3,7,6,6,3,6,2,1,2,1,4,4,4,2,2,NA
74,1,4,15,720,6,2,6,5,3,3,1,4,2,2,2,6,7,3,2,NA
59,2,NA,12,313,5,7,5,3,3,3,1,5,5,2,5,5,4,3,2,NA
62,2,NA,10,323,NA,3,4,3,3,2,2,2,3,2,5,5,5,2,2,NA
60,2,NA,12,323,7,5,5,6,3,4,4,1,1,2,1,6,6,3,5,60
50,2,6,11,313,NA,10,8,10,1,7,5,1,2,1,1,2,1,3,5,180
60,2,5,8,213,NA,5,6,7,2,7,3,5,1,3,3,3,3,3,1,NA
37,1,6,16,620,NA,5,8,8,1,7,5,2,2,2,2,5,5,3,5,720
23,1,6,12,313,NA,5,8,10,1,7,5,2,2,2,1,5,5,3,5,720
44,2,4,11,313,NA,1,5,5,2,4,4,4,1,3,3,6,6,3,5,120
63,2,5,16,720,2,5,1,4,3,5,5,1,3,2,4,5,5,3,5,120
69,2,5,7,222,2,0,6,6,3,5,1,2,5,2,4,6,5,2,5,70
83,2,5,8,222,2,6,4,4,3,4,1,2,4,2,5,6,4,3,1,NA
44,2,NA,11,323,5,8,5,7,2,6,4,1,3,1,2,5,5,5,5,180
67,2,NA,17,720,5,2,8,8,3,4,6,2,2,4,4,6,6,3,4,125
51,1,6,12,323,7,7,4,0,2,2,0,2,2,1,2,5,2,1,5,270
23,2,6,12,313,NA,2,7,8,1,7,0,4,2,5,1,7,5,4,5,540
72,1,5,8,222,3,5,3,3,2,3,3,2,2,2,4,3,3,2,2,NA
69,2,4,11,313,2,7,6,6,2,6,2,1,1,2,5,5,2,3,1,NA
32,1,6,12,313,8,6,8,8,1,7,4,3,1,1,2,5,5,3,5,150
76,1,NA,17,720,NA,0,4,5,2,5,1,3,2,3,5,7,7,NA,5,120
71,2,4,3,222,2,0,5,6,3,2,3,1,1,1,2,7,7,1,2,NA
32,1,6,12,323,4,3,7,8,1,4,5,2,1,2,1,5,5,3,4,150
18,1,6,10,213,NA,0,8,9,1,7,9,2,3,3,3,7,7,3,5,360
21,2,6,13,313,NA,10,10,10,1,6,0,1,2,1,3,5,1,2,5,960
41,1,6,7,620,10,2,7,7,2,3,0,2,2,3,4,6,7,2,5,240
81,1,5,12,323,3,5,5,6,3,7,0,3,4,3,3,5,5,3,1,NA
84,2,5,8,213,3,9,7,6,2,6,1,2,2,2,4,5,1,3,1,NA
61,1,NA,11,323,5,2,0,0,4,2,0,1,1,3,5,6,6,1,1,NA
38,2,NA,12,313,6,0,7,7,2,4,5,3,4,4,2,6,6,3,5,310
61,2,NA,12,313,6,7,8,7,2,6,10,1,2,2,5,5,4,4,5,270
74,2,5,13,610,NA,7,7,7,2,7,0,2,3,1,3,2,1,3,1,NA
77,1,NA,11,323,6,0,7,6,3,6,3,2,2,2,2,7,7,3,1,NA
48,2,NA,12,313,7,5,5,5,2,4,2,2,1,1,3,5,2,3,5,150
30,1,6,12,323,NA,1,6,5,2,2,4,5,3,3,3,7,7,2,4,60
40,2,6,18,720,9,4,10,10,2,4,5,1,1,1,1,6,6,3,5,300
74,2,NA,12,610,5,8,5,7,2,6,5,2,2,2,4,3,1,3,1,NA
77,1,5,11,313,2,0,3,5,4,7,5,1,2,3,4,6,6,3,1,NA
33,2,NA,16,620,9,1,8,9,1,4,5,1,2,1,1,5,5,2,5,120
34,2,6,12,313,NA,0,6,8,1,4,6,2,5,6,2,7,7,3,4,180
33,1,6,12,323,NA,3,7,7,1,7,3,2,2,2,2,5,5,3,5,600
42,1,4,11,323,NA,3,7,6,2,6,2,3,1,4,3,6,7,3,5,90
46,1,6,18,610,8,5,5,5,2,3,6,3,3,2,3,3,3,2,5,183
77,1,1,12,323,4,2,3,4,5,1,4,NA,NA,3,NA,7,6,1,1,NA
48,1,4,8,213,2,3,3,5,1,7,3,2,3,4,4,6,6,5,5,210
50,2,NA,15,620,NA,5,10,10,2,7,5,1,1,1,1,5,5,3,5,300
72,2,5,16,620,4,4,3,3,3,2,2,2,2,1,5,5,6,3,3,NA
36,1,NA,17,720,NA,1,7,8,1,5,7,3,2,2,3,6,6,3,5,240
37,2,NA,12,421,7,5,8,9,1,7,3,2,2,2,1,5,5,5,5,240
56,1,4,10,323,NA,0,5,7,2,6,2,5,1,5,1,7,7,3,2,NA
48,1,6,12,323,9,1,5,6,2,4,3,1,1,3,1,6,7,2,5,300
81,1,5,11,323,2,5,7,5,2,7,2,1,3,2,5,6,6,4,1,NA
52,1,NA,10,323,NA,4,5,5,2,4,5,5,1,3,3,5,3,2,2,NA
52,2,NA,15,620,4,2,9,10,2,6,5,3,2,3,2,5,5,3,4,300
59,1,4,12,323,NA,0,2,2,2,6,3,2,3,6,3,7,7,3,1,NA
49,1,NA,12,323,NA,1,6,4,2,4,4,5,3,3,4,6,5,3,5,180
68,2,5,17,720,7,3,4,4,3,4,6,3,2,2,3,6,2,3,5,120
18,1,6,11,222,10,0,5,5,1,6,6,2,2,3,1,6,7,3,5,120
54,2,6,8,213,5,10,6,10,2,6,5,2,2,1,3,6,1,3,1,NA
71,1,5,12,323,2,0,2,0,3,2,0,2,3,NA,NA,7,7,2,1,NA
63,2,6,18,720,10,0,5,6,2,7,4,1,2,1,1,7,7,5,5,90
63,1,6,11,229,6,3,9,9,3,NA,3,5,2,3,4,6,6,2,5,60
37,1,6,25,720,9,5,5,5,3,4,5,3,3,3,2,6,6,2,4,120
18,2,6,11,222,9,5,7,8,1,7,7,2,2,1,1,5,5,3,5,180
21,1,6,15,313,9,0,7,7,1,7,8,1,3,2,2,6,7,3,5,210
29,2,6,6,222,3,5,5,8,2,6,3,2,3,2,3,5,5,4,5,150
45,1,NA,11,313,NA,8,3,10,2,6,2,1,2,3,4,5,5,2,5,150
48,2,NA,10,222,7,2,10,8,2,2,7,1,1,1,1,5,6,1,5,660
49,1,NA,17,800,10,0,9,9,1,5,4,1,1,2,2,5,6,3,4,120
56,2,NA,17,720,NA,8,9,9,3,6,0,4,1,2,2,4,1,4,5,420
34,2,6,12,323,3,6,5,5,3,5,3,1,2,2,2,5,5,3,5,600
57,1,6,17,720,4,4,5,5,2,5,3,2,2,2,2,5,5,3,5,60
53,2,NA,12,323,5,2,5,5,1,3,0,2,2,3,5,6,6,1,3,NA
33,1,6,12,323,5,4,10,10,1,6,9,4,2,3,3,6,5,2,5,60
55,1,NA,14,610,NA,4,7,6,2,4,2,2,3,3,4,5,4,3,5,90
71,2,5,16,620,3,6,2,4,3,6,2,2,4,4,3,4,1,2,3,NA
60,2,NA,12,323,6,2,6,7,2,6,1,1,2,3,4,5,6,4,5,NA
38,1,6,12,323,8,0,4,4,1,3,4,3,1,4,1,6,7,2,5,360
48,2,NA,16,720,NA,5,10,10,2,7,5,1,1,1,1,5,3,3,5,180
76,1,NA,17,720,8,0,7,7,3,3,3,1,1,2,4,6,6,2,1,NA
26,1,6,8,213,6,7,4,5,1,4,2,2,2,3,2,3,4,3,4,150
58,2,NA,11,313,7,5,5,5,2,4,4,3,3,3,3,5,4,2,3,NA
25,1,6,12,323,7,4,6,7,1,6,5,1,2,4,2,6,6,3,5,360
55,1,4,17,720,9,2,5,5,2,2,5,1,3,1,3,5,5,1,5,270
61,1,NA,8,213,2,7,4,5,3,7,3,1,2,2,4,5,2,3,1,NA
38,2,1,16,620,2,5,8,9,1,6,9,1,1,3,1,7,6,3,5,510
76,1,5,12,323,3,7,6,4,3,6,5,2,2,2,2,5,2,3,1,NA
59,2,NA,11,323,7,3,3,2,4,3,3,2,4,1,5,6,4,1,1,NA
48,1,NA,19,800,8,2,6,7,2,4,6,4,1,3,4,6,6,3,5,210
19,1,6,11,213,NA,0,7,8,1,7,7,3,3,3,3,7,7,3,5,480
23,2,6,14,313,7,7,9,9,2,3,0,1,3,2,1,6,5,1,5,120
74,1,NA,11,313,NA,2,8,7,2,7,0,2,2,4,3,5,5,3,1,NA
25,1,6,16,620,NA,3,8,8,1,7,3,3,1,5,2,6,6,4,5,600
42,2,NA,12,421,5,NA,4,5,2,4,4,1,4,2,4,4,1,3,4,120
68,2,5,17,620,8,8,8,10,3,5,8,4,2,1,2,5,1,4,5,240
50,2,NA,11,323,9,5,8,7,2,5,2,1,3,2,3,3,5,3,5,90
70,2,NA,13,229,4,8,2,1,3,3,2,2,4,2,6,5,3,3,1,NA
68,1,NA,12,323,2,1,5,1,1,7,0,3,1,5,3,7,7,3,5,120
31,2,6,12,313,NA,5,8,8,1,7,5,1,2,2,1,5,5,3,5,720
25,2,6,16,620,9,2,6,7,1,NA,5,1,3,1,2,5,5,2,5,120
48,2,6,11,313,NA,5,9,10,1,7,5,3,1,1,1,5,5,3,5,120
56,2,NA,7,213,4,7,1,0,2,2,NA,NA,NA,1,5,4,4,2,1,NA
34,1,6,13,421,7,0,5,5,1,4,3,3,1,3,1,6,7,2,5,210
57,1,NA,12,323,NA,1,6,7,2,4,6,3,1,2,3,6,7,3,5,60
17,2,6,10,222,9,1,5,5,1,6,7,1,3,2,2,6,7,3,5,150
58,2,5,11,313,4,5,5,5,2,2,7,4,2,2,3,3,3,2,2,NA
67,1,NA,17,720,5,6,7,7,3,6,5,1,1,1,2,6,6,3,5,180
75,2,5,12,313,3,8,10,6,2,3,8,1,3,1,5,2,2,NA,5,120
47,1,NA,16,720,10,5,10,9,2,4,4,4,1,4,2,6,4,3,5,180
28,1,6,20,720,7,7,3,5,2,1,6,2,1,1,2,5,5,4,5,480
26,2,6,16,720,9,5,9,9,1,7,6,2,2,2,2,5,5,3,5,240
74,2,NA,12,323,6,3,5,3,4,2,3,1,3,1,4,4,4,1,1,NA
33,1,NA,19,720,9,6,4,3,2,7,0,5,1,2,2,4,4,4,5,240
29,2,6,10,222,6,3,8,8,1,2,3,1,1,1,1,5,5,2,5,600
84,2,5,4,113,1,3,0,0,4,7,0,1,2,2,6,6,6,1,1,NA
26,2,6,12,323,3,5,7,8,1,7,4,2,2,1,2,5,6,5,5,180
50,2,NA,12,323,NA,6,9,8,1,5,10,2,1,4,2,6,7,2,5,90
64,1,4,7,213,NA,1,4,4,2,7,4,3,2,4,4,7,6,3,4,NA
45,1,6,8,222,1,0,2,3,3,7,6,1,2,4,2,7,7,5,1,NA
32,2,6,12,313,NA,5,5,6,1,7,5,1,1,2,1,5,5,3,5,600
68,1,NA,11,323,NA,0,7,8,2,7,3,2,2,3,1,7,7,3,5,180
63,1,NA,12,229,6,6,3,3,3,4,3,3,4,3,3,1,2,3,3,NA
45,1,6,8,213,5,2,7,6,1,7,3,1,1,4,1,6,5,4,5,60
58,2,NA,16,720,7,10,4,5,4,3,1,2,4,3,5,3,1,3,3,NA
37,2,4,12,313,NA,5,8,8,1,7,0,2,2,1,1,5,5,3,5,300
36,1,6,16,720,10,5,9,9,1,6,4,1,1,1,1,5,5,4,5,600
75,1,5,16,620,5,5,7,7,2,6,3,3,3,1,3,5,6,3,2,NA
64,2,NA,12,323,6,0,5,5,2,2,2,3,2,3,3,7,7,2,2,NA
32,1,NA,12,313,8,6,8,8,1,7,7,4,1,1,2,5,6,3,4,120
83,1,4,14,610,3,6,3,4,3,2,5,2,3,4,3,6,4,1,5,120
25,2,NA,16,620,10,1,7,7,1,2,4,1,2,2,2,5,5,1,5,120
48,2,NA,11,313,NA,5,8,8,2,7,5,1,1,1,1,3,1,3,5,300
24,1,NA,12,323,8,1,6,7,1,3,3,4,1,4,1,6,7,2,5,155
39,2,6,14,610,8,0,3,3,1,2,1,1,2,4,4,6,6,1,3,NA
44,2,NA,18,620,7,4,4,5,2,5,4,3,3,2,3,4,5,3,5,90
17,1,6,10,222,8,0,7,7,1,6,7,3,1,6,1,7,7,3,5,240
87,2,5,11,313,2,7,5,6,3,5,8,NA,NA,NA,NA,4,4,NA,1,NA
76,1,NA,12,323,7,0,7,7,3,3,3,2,1,3,3,7,7,2,1,NA
18,2,6,11,229,NA,3,8,9,1,7,5,3,1,1,1,6,6,4,5,240
50,1,NA,13,229,5,6,4,5,2,3,5,3,3,3,3,3,3,2,3,NA
20,1,6,12,313,NA,0,8,7,2,7,7,3,2,3,3,7,7,3,5,480
21,1,6,13,313,5,0,8,8,1,7,8,6,1,3,1,7,7,3,5,360
48,1,NA,12,323,NA,1,8,8,1,5,5,1,1,3,5,6,7,4,5,180
52,1,NA,16,720,9,1,7,7,2,3,4,1,1,2,2,5,5,2,5,270
58,2,4,16,620,5,5,7,7,2,6,0,1,1,2,2,5,4,3,5,90
54,1,4,11,323,6,6,8,8,2,6,2,1,1,3,1,5,2,3,5,240
73,1,5,11,313,NA,0,3,1,4,2,0,1,2,4,4,7,7,3,1,NA
66,2,5,11,313,6,2,4,2,3,3,1,2,3,6,5,7,6,2,5,180
68,1,NA,11,323,7,5,7,7,2,7,5,1,2,1,2,4,2,3,1,NA
32,2,6,11,323,4,0,8,6,1,1,4,4,6,3,1,7,7,3,5,360
39,2,6,17,720,9,2,9,9,1,5,3,1,3,2,1,5,6,3,5,210
37,1,6,15,620,NA,0,8,8,2,4,7,5,1,3,2,7,7,3,5,360
32,1,6,16,620,5,2,8,8,2,4,3,2,2,1,2,7,6,3,5,600
49,1,NA,17,720,8,0,6,7,1,2,3,2,3,1,2,6,7,1,5,120
42,2,6,NA,313,3,8,7,8,1,6,5,2,3,2,3,6,5,3,5,120
17,2,6,10,222,NA,5,10,10,1,7,3,2,1,1,1,5,5,3,5,720
69,1,NA,3,113,3,0,0,0,4,6,0,5,4,6,5,7,7,3,1,NA
21,2,6,14,313,10,1,7,7,1,5,6,2,1,1,2,5,6,3,5,180
46,1,NA,10,323,NA,5,6,6,2,6,7,3,2,2,4,3,1,4,4,90
74,2,NA,14,610,5,3,7,7,2,4,7,2,3,1,5,3,3,3,2,NA
50,2,6,13,421,7,4,4,5,2,6,5,2,3,3,3,3,4,3,5,90
24,2,6,16,313,9,2,8,8,1,3,6,2,3,1,1,4,4,2,5,90
71,1,6,16,720,NA,6,7,7,3,7,5,3,3,3,4,6,6,4,4,120
76,2,NA,11,313,6,3,6,6,4,5,3,3,3,5,6,5,5,3,2,NA
71,2,NA,12,323,6,0,6,6,2,7,2,1,1,4,3,6,6,3,5,300
84,1,NA,11,323,NA,2,5,4,3,7,1,3,3,4,4,6,4,4,2,NA
38,1,6,12,323,NA,1,1,2,2,6,2,1,2,2,2,7,7,2,5,200
55,1,4,14,421,7,6,5,6,2,5,5,3,3,3,3,6,6,3,5,150
84,2,NA,17,720,7,5,7,7,3,4,4,2,3,1,5,4,5,3,2,NA
21,1,6,12,313,2,10,3,4,1,7,3,2,1,1,2,4,3,4,5,240
78,1,5,12,323,2,4,4,4,2,4,5,1,3,3,4,6,6,2,5,60
53,2,NA,11,313,NA,9,9,8,2,2,2,4,4,4,5,6,5,2,5,60
23,1,6,12,229,8,0,8,9,1,7,0,4,2,1,2,7,7,4,5,210
71,2,5,7,222,3,9,3,3,4,3,3,4,4,2,4,4,2,2,1,NA
72,1,4,12,323,6,6,7,5,4,1,1,1,1,1,1,4,4,1,1,NA
51,1,NA,17,720,NA,1,7,7,2,6,4,3,2,3,2,6,6,3,5,480
40,2,6,8,222,6,7,5,6,2,5,6,2,3,1,1,4,4,3,2,NA
57,2,NA,20,720,10,4,10,10,1,7,4,1,3,3,2,7,5,3,5,120
74,2,NA,14,610,6,2,0,7,3,6,1,NA,NA,3,1,7,7,3,1,NA
65,2,4,12,323,7,0,7,6,4,3,3,1,1,1,1,5,5,2,3,NA
24,2,6,12,313,NA,0,7,8,2,7,3,5,1,3,1,7,7,3,5,480
46,2,NA,18,720,9,7,7,7,2,6,3,2,2,2,3,3,1,3,5,50
33,1,6,16,620,9,5,3,3,2,3,3,3,2,1,2,4,4,3,3,NA
20,1,6,12,313,NA,5,10,10,1,7,3,3,2,3,2,5,5,3,5,780
54,1,4,10,323,1,0,5,5,2,6,3,5,2,3,3,7,7,3,2,NA
59,2,NA,16,610,NA,1,7,7,1,5,0,3,2,2,4,6,6,4,5,150
71,1,5,12,323,7,3,7,9,3,4,3,4,3,4,3,7,4,3,5,120
17,1,6,9,222,7,0,2,2,1,7,7,4,1,4,1,7,7,3,5,150
43,1,NA,11,323,4,5,7,4,1,3,5,1,4,3,2,5,5,1,2,NA
52,1,5,NA,229,4,4,8,4,3,2,0,3,2,2,2,5,5,4,3,NA
70,2,NA,20,720,6,8,6,6,2,7,3,1,1,1,1,4,4,5,3,NA
58,2,NA,12,323,7,4,7,10,3,7,0,3,2,3,2,5,2,4,5,120
61,2,NA,15,610,7,7,7,8,2,7,2,3,2,2,2,4,2,4,5,60
30,2,6,18,720,NA,1,7,8,1,6,6,4,1,3,1,5,5,3,5,240
38,1,NA,15,610,8,5,7,6,2,5,1,1,3,3,4,6,6,2,5,120
69,2,NA,10,323,NA,5,7,7,2,6,5,1,2,1,4,3,1,3,5,300
