"age","gender","marital_status","years_edu","educ_level","income_decile","religiosity","life_satisfaction","happiness","health_status","social_meetings","trust_people","value_safe","value_free","value_tradition","value_fun","attend_relig","pray_freq","social_activity","internet_use","internet_time"
42,1,6,16,620,4,5,3,5,1,4,3,2,2,2,4,6,4,2,5,240
33,2,6,8,620,4,5,8,9,2,7,0,3,3,3,5,5,7,1,5,600
45,2,6,23,800,5,8,7,7,2,5,3,4,1,1,4,4,3,2,5,300
19,1,6,12,313,7,6,7,8,1,2,4,5,2,2,1,5,1,2,5,120
34,2,6,12,313,5,4,3,4,3,4,0,2,2,5,5,3,5,1,5,630
65,2,4,12,313,1,8,7,8,3,2,0,2,3,3,2,5,1,2,5,300
32,1,6,16,620,9,9,2,5,3,2,3,5,2,1,3,3,1,1,5,600
50,2,4,18,720,5,2,9,9,1,4,5,1,1,6,4,5,2,3,5,420
55,2,6,13,313,2,10,5,6,3,4,1,1,1,1,1,1,2,3,5,120
61,2,4,12,313,1,10,0,2,3,6,1,1,1,1,3,4,1,2,5,240
60,2,4,6,113,1,10,5,5,3,1,0,2,2,2,2,3,1,2,5,240
23,1,6,9,321,5,7,5,5,2,4,7,3,3,4,3,5,5,3,5,300
23,2,6,17,313,1,7,8,8,1,6,4,2,1,2,1,4,4,3,5,420
53,2,4,19,720,10,2,8,8,2,5,3,2,2,5,4,5,3,4,5,420
48,1,1,10,321,2,2,6,7,3,4,5,2,3,2,3,7,2,3,5,120
73,2,5,13,313,8,8,10,10,2,3,2,1,1,1,4,6,1,3,5,120
67,2,4,18,620,7,0,8,8,2,4,2,1,1,5,1,6,6,5,5,300
54,2,1,12,313,1,7,5,9,1,3,1,2,5,1,2,3,6,2,5,60
46,2,4,12,313,5,5,5,5,2,4,2,5,5,5,5,6,6,1,5,240
29,1,6,14,421,1,6,7,7,1,4,5,2,2,2,3,4,2,3,5,180
39,2,4,6,213,1,10,6,7,1,6,0,1,1,2,2,7,1,3,5,120
48,2,4,19,710,5,3,7,7,2,3,6,1,1,4,4,7,6,2,5,30
22,2,6,16,313,8,7,9,9,1,2,7,2,2,2,2,4,3,3,5,240
48,2,4,16,620,4,6,7,7,1,3,6,1,1,3,3,5,3,3,5,360
44,2,4,14,520,1,10,8,5,2,4,2,1,1,1,6,6,6,2,5,60
21,2,6,15,313,5,7,5,8,1,6,2,1,2,2,2,5,2,3,4,300
59,2,6,18,620,2,5,6,6,1,2,6,1,1,1,4,5,1,1,5,420
22,2,6,18,620,6,8,7,4,3,4,1,3,2,4,4,2,3,2,5,330
48,2,4,16,620,8,7,7,7,1,2,5,2,4,3,3,5,3,3,5,480
32,2,6,18,620,8,2,7,6,2,6,6,2,2,3,3,5,6,5,5,600
77,2,5,15,520,3,8,7,7,1,2,4,2,3,1,3,3,1,1,5,120
34,2,6,15,520,2,8,7,9,1,3,4,1,1,2,1,5,1,3,5,180
64,2,4,12,213,4,5,5,5,2,4,0,1,2,1,1,4,1,5,5,60
51,1,4,12,313,2,0,6,6,1,4,1,1,4,5,4,7,7,3,4,180
36,2,4,16,610,4,5,3,10,1,3,3,2,2,2,2,5,5,3,5,240
22,1,6,12,313,3,4,5,3,3,2,3,4,3,4,3,6,3,2,5,480
52,1,4,12,313,5,9,8,10,2,6,0,1,1,1,2,4,1,3,5,60
18,1,6,11,213,8,6,8,7,1,7,7,4,3,4,3,5,5,3,5,390
73,1,5,6,113,1,8,7,7,2,6,5,1,1,1,1,5,1,2,4,60
59,2,4,17,620,7,3,3,4,2,1,3,1,3,1,3,6,1,1,5,420
44,2,4,19,720,1,0,7,7,1,4,3,2,2,2,2,6,1,4,5,180
42,2,4,18,720,10,8,4,7,1,2,4,4,1,1,3,4,1,2,5,480
41,1,4,13,313,2,5,5,4,2,7,0,2,1,3,2,3,1,3,5,360
44,2,1,20,520,6,10,3,5,3,2,2,1,1,3,5,7,6,2,5,840
31,2,6,21,620,1,0,4,5,1,6,5,1,1,6,1,7,7,2,5,630
24,1,6,12,323,10,7,5,5,1,3,4,4,1,3,2,2,4,1,5,120
49,2,4,12,313,7,10,8,9,1,3,5,1,1,1,1,4,3,3,5,120
69,2,5,12,313,4,8,4,5,3,2,4,2,2,2,4,3,1,1,5,30
53,2,4,16,610,4,8,5,5,5,1,3,3,3,3,3,4,1,1,5,180
58,2,5,12,313,7,5,8,8,2,6,5,2,2,2,4,5,4,3,5,180
35,2,4,18,720,4,8,8,8,1,6,4,1,1,1,3,4,2,3,5,360
60,2,6,17,620,1,8,8,5,1,3,2,1,1,1,5,3,1,1,5,120
53,2,6,17,720,7,2,10,10,1,5,7,1,1,2,4,5,2,5,5,60
29,2,6,16,620,5,7,6,10,1,2,5,1,1,1,2,4,1,2,5,180
34,2,6,18,710,5,0,9,8,1,6,1,4,4,3,2,6,7,2,4,390
34,1,6,15,620,6,5,8,8,1,6,4,1,1,2,2,6,4,4,5,180
25,1,6,15,520,4,4,8,7,1,6,5,3,2,4,3,5,6,3,5,600
25,1,6,18,720,10,7,7,7,1,4,5,3,1,3,2,5,4,3,5,240
42,1,4,12,323,6,5,6,5,1,7,8,1,1,3,1,6,6,4,5,120
28,1,6,12,313,5,8,7,8,2,6,0,3,2,1,1,5,2,3,5,240
36,1,6,16,620,1,3,7,7,1,6,5,1,2,3,1,5,1,4,5,240
51,2,6,23,800,10,6,4,6,2,5,7,3,1,2,1,4,4,4,4,120
44,1,4,12,313,6,6,3,8,1,6,4,1,1,1,1,5,3,3,5,180
59,1,4,18,720,10,0,9,8,2,4,5,1,1,2,5,7,7,2,5,360
51,2,4,16,620,10,4,9,9,1,7,7,1,1,2,1,7,7,4,5,300
26,1,6,5,620,6,2,5,5,2,4,2,3,2,3,4,6,7,3,5,600
33,1,6,18,720,6,7,5,7,1,4,2,1,1,3,1,6,5,2,5,120
67,2,5,16,620,4,8,8,6,2,4,0,1,2,1,3,5,1,3,5,120
17,1,6,11,213,5,6,5,7,1,3,4,2,2,3,1,4,3,1,5,480
37,2,6,16,620,6,7,6,5,2,4,2,1,1,1,1,4,3,4,5,480
26,2,6,16,620,4,8,8,8,1,2,3,1,1,1,2,4,2,2,5,60
34,2,6,17,720,5,8,3,6,3,4,4,4,2,4,2,3,4,3,5,210
64,1,4,18,620,10,10,4,3,2,2,2,1,1,1,1,2,1,1,5,60
45,1,6,12,313,7,6,7,8,2,6,5,2,2,2,2,4,3,3,5,180
46,2,6,18,720,7,3,7,8,1,6,5,1,2,4,2,5,7,3,5,300
49,2,4,10,313,2,10,6,10,2,7,5,1,2,2,1,3,1,1,5,150
37,2,6,17,720,4,0,6,7,1,7,5,1,3,3,4,7,6,1,5,360
82,1,4,17,620,3,5,8,8,3,5,7,3,1,1,2,5,6,1,5,60
25,1,6,12,313,1,10,0,8,2,2,7,2,2,1,5,6,4,2,5,960
67,2,5,14,421,6,9,7,5,1,5,0,1,1,1,1,4,5,5,5,30
22,1,6,16,520,4,8,7,6,2,2,9,3,6,2,3,3,1,3,5,300
42,2,6,17,710,3,2,7,8,1,4,8,3,1,5,3,5,7,2,5,180
58,2,4,13,321,8,3,10,10,2,5,5,2,1,4,2,7,7,4,5,300
63,1,6,15,423,8,8,9,9,3,3,3,2,2,2,6,5,1,2,5,360
24,1,6,14,322,7,0,9,9,2,6,3,2,2,3,1,7,7,3,5,600
64,1,1,28,720,3,1,9,9,2,3,7,3,2,3,2,6,7,2,5,240
49,2,6,18,520,6,5,8,8,2,6,4,2,1,4,2,5,7,3,5,30
41,1,6,19,710,4,1,7,8,2,6,4,4,2,3,5,7,7,2,5,660
28,2,6,15,610,8,4,8,8,3,6,5,3,2,2,3,7,7,3,5,270
38,1,6,13,322,3,9,4,6,3,5,5,1,2,2,3,7,7,3,5,150
39,1,6,13,322,5,3,7,8,2,4,6,2,1,2,5,7,6,2,5,120
28,1,6,16,313,2,0,8,8,2,3,7,4,2,2,3,5,7,2,5,300
21,1,6,15,313,3,7,10,9,1,6,3,2,1,1,2,5,6,3,5,660
48,2,4,15,322,6,7,8,8,1,4,5,1,1,2,2,6,6,4,5,240
75,2,6,12,322,2,7,4,5,3,4,7,3,1,1,4,6,1,4,5,60
17,2,6,10,212,2,4,10,10,2,4,6,4,3,5,2,6,6,2,5,150
24,1,6,12,212,3,3,5,6,1,6,9,3,2,2,1,5,6,5,5,420
18,2,6,13,213,5,7,8,8,1,7,5,2,2,2,2,7,4,5,4,330
41,1,6,13,212,2,0,7,6,4,7,8,2,1,1,2,7,7,2,5,60
22,2,6,13,321,9,10,8,8,4,5,4,2,2,4,4,3,1,3,5,180
24,1,6,15,610,6,2,10,10,2,6,6,2,2,5,4,7,7,2,5,480
16,1,6,6,212,2,8,6,6,2,6,4,2,2,1,4,3,1,3,5,300
40,1,6,20,720,7,3,7,7,2,6,6,3,2,1,1,7,7,4,5,120
48,1,6,17,800,10,0,6,6,1,2,7,3,2,5,4,7,7,1,5,600
23,1,6,17,313,1,0,5,6,3,7,5,3,2,4,2,7,7,4,5,210
56,1,4,18,520,9,3,9,9,2,5,5,3,2,5,5,7,6,3,5,300
20,2,6,15,423,10,5,9,10,1,5,5,2,2,4,3,6,7,2,5,180
35,1,6,22,610,10,5,8,6,2,4,2,5,1,2,3,7,6,4,5,120
58,1,4,15,322,2,4,9,8,2,6,5,2,1,5,2,7,5,2,5,150
16,1,6,9,113,10,7,10,10,1,7,8,1,1,3,2,4,2,3,5,90
50,1,1,23,720,10,6,8,8,1,5,6,2,1,4,5,7,4,3,5,360
35,1,6,16,720,1,4,6,5,2,1,3,2,2,5,3,7,7,3,5,180
59,1,5,18,720,10,0,7,7,2,4,4,4,2,5,4,7,7,2,5,960
71,2,5,9,212,2,8,10,8,3,6,3,2,2,3,3,4,2,3,5,60
39,2,4,14,520,9,3,7,8,4,7,5,3,1,5,2,6,7,5,5,780
39,1,6,18,720,10,1,8,8,2,6,6,2,2,5,3,7,7,2,5,240
67,1,6,15,422,5,3,7,7,1,6,8,2,2,2,1,7,7,4,5,30
60,1,6,12,322,6,4,8,7,3,4,7,2,1,2,2,6,6,3,5,30
39,2,6,12,520,3,8,9,9,2,6,4,3,1,2,2,7,5,2,5,90
59,2,4,18,610,5,0,10,9,3,6,9,5,1,6,5,7,7,4,5,240
61,2,4,14,321,9,3,6,6,3,4,6,1,2,3,4,7,7,2,5,120
42,2,5,8,212,2,8,8,7,4,4,8,1,5,3,2,7,7,4,5,150
33,1,4,19,423,3,0,7,8,1,7,6,2,2,5,3,7,7,3,5,540
22,1,6,13,322,6,4,8,8,2,6,1,2,2,3,2,6,4,2,5,300
27,2,6,16,520,4,0,9,8,2,6,3,1,1,3,1,7,7,4,5,180
26,2,6,18,423,8,5,9,9,2,7,6,3,2,5,4,5,2,3,5,660
58,2,6,9,321,6,0,6,6,3,5,4,1,1,5,2,7,7,4,5,90
68,2,4,18,720,7,8,5,6,3,6,4,2,1,1,3,6,3,3,5,120
46,2,6,17,520,3,5,10,10,2,7,7,2,2,3,1,5,2,4,5,300
29,2,6,18,423,7,2,7,8,2,5,5,3,2,3,2,7,7,4,5,150
64,2,4,18,520,5,1,8,7,2,6,7,1,1,5,2,7,7,4,5,360
65,1,5,14,322,6,8,8,7,4,5,6,2,2,2,5,3,1,2,5,30
19,2,6,12,313,9,5,7,7,2,7,6,3,2,3,2,6,6,4,5,420
27,1,6,13,610,7,2,8,8,3,6,5,5,2,5,2,6,7,3,5,480
24,1,6,17,423,4,1,7,7,2,6,7,2,3,5,2,7,6,2,5,360
30,1,6,16,423,6,0,7,6,2,4,5,5,3,2,2,7,7,3,5,240
74,2,5,21,720,2,0,10,8,2,6,9,5,2,6,5,7,7,3,5,120
24,1,6,14,313,4,5,6,9,2,2,3,2,3,3,2,5,1,3,5,240
25,1,6,15,423,7,1,9,8,1,6,7,2,2,2,3,7,7,3,5,360
26,2,6,15,423,6,2,3,7,2,6,6,2,2,5,3,7,6,2,5,180
69,1,4,20,720,5,2,9,8,2,5,5,2,2,2,3,7,7,3,5,30
35,2,6,22,710,6,1,7,7,2,6,6,5,1,4,2,7,7,4,5,360
50,1,4,15,422,9,4,9,9,2,6,4,3,3,5,3,7,7,4,5,300
16,1,6,10,213,10,0,7,8,2,5,7,2,2,4,2,7,7,3,5,390
40,2,6,15,322,2,1,9,9,3,6,7,1,1,2,1,7,3,2,5,180
27,1,6,19,520,7,0,8,8,1,6,6,5,2,2,2,6,7,3,5,210
28,1,6,17,610,4,0,9,8,4,2,3,3,1,3,2,7,7,1,5,600
56,2,6,14,422,7,9,7,7,2,5,7,3,2,3,3,6,1,2,5,420
67,2,4,24,620,4,6,5,8,2,6,8,1,4,3,3,4,4,4,5,60
35,2,6,12,312,7,3,9,9,3,5,7,6,2,5,3,6,7,3,5,180
56,1,6,15,520,4,6,8,9,1,3,7,3,2,2,2,7,7,2,5,170
21,2,6,12,213,2,1,3,4,4,4,2,1,2,5,2,7,7,2,5,600
25,1,6,16,422,5,0,7,7,3,7,5,3,3,4,2,7,7,2,5,600
55,2,4,19,520,10,6,9,9,1,6,7,2,2,3,4,6,3,3,5,30
71,2,5,12,321,4,9,8,7,1,4,7,2,2,2,4,4,4,4,4,30
32,1,4,14,322,9,0,7,8,2,4,2,1,2,2,2,7,7,3,5,120
34,2,6,18,720,3,3,7,6,2,2,3,2,1,3,4,6,6,2,5,480
64,2,4,15,610,2,7,8,7,3,5,5,2,1,3,4,6,4,2,5,180
42,2,6,13,322,8,0,10,7,3,4,5,1,1,3,2,7,7,4,5,180
62,2,4,17,720,5,1,7,6,2,5,6,2,1,3,3,7,7,2,4,45
35,2,6,19,720,5,7,8,8,3,5,8,4,1,4,1,5,2,3,5,120
58,1,4,17,520,9,5,9,9,2,5,3,1,1,1,1,6,6,3,5,180
25,1,6,12,212,3,0,7,3,4,6,3,6,1,3,1,7,6,2,5,240
84,1,5,12,321,6,8,8,3,4,1,10,2,2,1,3,3,1,2,4,45
29,1,6,16,322,1,8,6,8,4,7,3,2,1,3,2,7,1,2,5,390
55,2,4,12,322,7,6,7,7,3,6,7,2,1,3,2,7,1,4,5,210
21,1,6,14,322,3,6,8,8,3,7,7,2,2,1,2,7,4,2,5,240
53,2,4,20,720,4,0,8,9,2,6,8,2,2,4,5,7,7,2,5,180
36,1,6,18,520,10,5,8,7,1,6,6,4,1,4,4,7,7,3,5,600
45,1,6,18,610,4,8,6,6,3,6,7,5,2,2,3,3,1,3,5,300
26,1,6,14,322,5,0,5,6,3,7,5,5,2,6,2,7,7,2,5,600
42,2,4,14,321,9,0,4,6,3,6,3,3,1,4,2,7,7,3,5,720
70,1,4,16,520,3,3,6,7,3,6,6,3,1,3,2,6,2,2,5,30
49,1,6,15,710,8,0,9,9,3,6,5,1,1,2,3,7,7,5,5,120
70,1,4,15,422,7,5,8,8,2,6,6,4,1,5,4,5,6,3,5,15
81,2,5,8,322,1,8,7,8,4,7,6,1,3,1,2,4,1,4,5,60
69,1,5,16,520,5,8,9,8,3,4,3,2,1,3,3,6,2,3,5,120
32,1,6,19,313,4,3,7,8,2,4,7,2,2,4,4,6,4,2,5,600
59,2,4,19,520,7,9,6,4,3,4,4,3,2,5,6,7,1,2,5,600
55,2,4,13,322,2,0,8,7,2,3,7,2,2,2,3,7,7,2,5,120
73,2,5,13,322,4,7,5,7,3,4,2,2,2,2,4,5,1,3,4,480
23,2,6,15,313,6,0,8,8,3,6,8,3,2,2,2,7,7,2,5,360
88,1,5,14,322,2,3,7,6,2,1,5,2,1,1,3,3,7,2,5,30
37,2,6,13,322,5,0,5,2,3,6,8,5,1,6,5,7,7,2,5,120
40,1,6,17,610,5,7,7,7,2,5,5,2,1,2,4,5,4,3,5,540
24,2,6,15,610,4,7,9,9,2,7,3,2,2,3,1,5,5,3,5,240
21,1,6,14,322,5,6,8,8,3,6,5,4,4,2,1,6,6,3,5,180
25,2,6,11,720,1,5,10,8,1,7,7,3,2,2,2,5,3,3,5,600
45,2,4,13,322,7,0,6,6,3,6,6,5,1,6,2,7,7,3,5,30
26,1,6,16,229,7,4,8,8,1,6,7,2,2,3,2,7,7,3,5,240
19,1,6,13,313,3,5,8,8,2,4,2,2,3,3,2,6,7,3,5,600
35,1,6,19,610,8,7,9,9,2,6,6,2,2,3,3,5,6,3,5,120
59,1,6,18,710,7,2,7,5,3,2,5,3,3,5,4,7,7,2,5,180
21,1,6,15,313,10,0,4,6,2,6,4,4,2,4,2,5,7,2,5,300
35,1,6,9,322,1,0,8,8,2,6,3,2,1,2,2,7,7,3,5,120
64,2,4,17,422,1,8,10,9,4,6,4,2,1,5,5,6,7,3,5,120
30,2,6,16,422,5,6,8,8,2,6,6,2,1,5,4,7,7,4,5,150
66,2,5,13,322,1,8,10,9,2,4,8,3,3,4,3,4,6,4,5,180
17,1,6,11,213,7,0,9,8,2,6,5,1,1,5,3,7,7,3,5,480
18,1,6,9,212,1,5,8,8,2,6,4,2,2,2,3,3,3,2,5,210
66,2,4,17,720,2,4,8,9,2,6,9,5,1,3,2,6,6,3,5,30
59,1,6,19,720,3,0,8,5,4,6,8,4,1,6,4,6,7,3,5,180
52,2,4,13,322,6,0,3,3,5,2,0,2,3,2,4,6,7,1,5,30
46,1,6,14,423,7,5,10,9,2,7,8,3,1,3,1,6,6,4,5,660
32,2,6,15,322,5,3,8,6,2,5,7,2,2,4,3,7,7,3,5,240
45,1,4,13,322,4,0,6,6,2,4,3,3,2,4,3,7,7,3,5,120
71,1,1,12,520,8,1,9,9,2,6,7,3,2,4,6,7,7,3,5,60
52,1,4,20,423,6,5,7,8,3,5,6,2,2,3,5,6,3,2,5,60
71,1,4,12,322,5,1,2,4,3,2,3,1,2,4,4,6,6,3,5,120
43,1,6,21,800,9,0,8,8,2,6,5,2,1,2,3,7,7,2,5,240
33,1,6,16,423,5,3,4,6,3,4,5,2,2,3,3,7,7,2,5,300
69,2,5,12,322,1,8,6,8,1,3,1,2,2,3,3,5,1,5,5,240
42,1,6,14,322,3,0,5,5,1,6,5,2,1,3,3,7,7,2,5,150
57,1,4,15,422,6,3,8,8,4,6,2,3,1,5,3,7,7,3,5,120
16,2,6,10,213,1,5,6,7,3,4,4,4,2,3,2,7,6,3,5,420
28,1,6,17,610,10,4,8,8,2,6,6,2,2,2,3,7,7,3,5,360
32,1,6,17,520,10,0,9,8,2,6,8,3,2,6,4,7,7,2,5,480
20,1,6,14,313,6,9,6,7,2,6,5,5,1,4,3,4,6,2,5,300
24,1,6,14,322,7,2,6,5,3,4,5,1,2,1,1,7,7,2,5,480
53,1,4,15,322,8,7,8,8,3,3,5,3,5,1,3,6,4,2,5,150
29,1,6,21,710,5,2,8,8,2,6,4,5,1,3,2,5,6,4,5,330
29,1,6,17,423,8,0,8,9,1,6,7,3,2,5,2,7,7,4,5,240
46,1,4,17,520,6,8,9,8,3,4,7,2,2,4,2,5,6,3,5,60
55,2,6,13,322,2,0,8,8,1,6,5,2,2,6,5,7,7,1,5,60
39,1,6,12,213,10,0,9,8,2,6,3,2,2,6,3,7,7,3,5,360
57,1,4,19,520,5,8,7,7,3,4,3,2,2,2,4,6,6,3,5,300
65,1,4,9,212,2,0,5,3,2,4,2,6,1,5,3,7,7,1,4,45
25,1,6,16,620,8,0,7,7,2,3,7,2,4,5,3,7,7,1,5,720
27,1,6,24,520,3,5,9,9,2,7,9,3,2,2,3,6,1,3,5,150
77,1,5,14,322,5,0,10,9,2,7,5,1,1,3,1,7,7,3,5,240
62,1,4,15,610,1,0,10,7,2,7,10,1,1,1,3,6,3,1,5,180
70,1,4,12,322,7,3,10,9,2,6,5,2,2,4,2,7,7,4,5,150
28,1,1,12,423,3,5,3,0,1,5,7,2,3,4,5,6,3,2,5,170
47,2,6,14,322,3,0,7,8,2,5,7,2,1,5,2,7,7,3,5,30
29,1,6,19,720,10,0,8,7,3,5,5,3,2,5,3,7,7,2,5,660
68,2,1,10,229,3,5,6,10,2,6,0,2,2,2,1,7,6,3,5,15
84,2,5,13,322,3,6,7,6,3,6,1,2,1,1,1,4,2,4,5,120
58,2,4,20,710,7,1,6,5,1,2,6,5,1,5,2,7,1,1,5,180
30,1,6,10,212,2,0,2,2,4,4,3,2,1,2,5,7,7,1,5,600
35,1,6,14,322,6,0,9,9,2,5,4,2,3,6,2,7,7,2,5,60
34,1,6,19,520,4,3,8,4,1,6,7,4,2,5,3,7,7,2,5,960
29,1,6,16,610,8,6,8,8,1,4,4,2,3,2,3,6,6,2,5,120
28,1,6,14,423,9,1,7,9,1,6,7,2,3,4,4,7,7,2,5,300
46,2,4,21,720,1,1,6,7,2,2,8,2,2,2,3,7,7,2,5,240
60,1,4,10,322,1,2,2,4,2,4,2,3,2,3,4,7,7,3,5,240
34,1,6,19,720,6,0,7,7,1,3,6,1,1,2,3,7,7,2,5,600
28,1,6,17,322,4,0,7,6,2,5,6,4,1,3,2,7,7,3,5,300
67,1,5,14,520,8,5,4,4,3,5,5,5,1,3,3,7,7,2,4,120
28,2,6,17,620,3,7,10,10,1,6,6,2,1,2,3,5,4,3,5,240
29,1,6,14,520,8,8,10,10,2,7,7,2,2,2,1,6,4,3,5,240
23,1,6,16,422,2,0,6,7,1,6,5,3,1,3,3,7,7,3,5,210
24,1,6,13,520,7,6,10,10,2,7,5,4,2,1,1,4,4,3,5,270
44,2,6,20,720,6,1,8,9,3,6,7,4,1,2,3,6,7,3,5,180
20,2,6,12,313,10,5,8,8,1,6,6,1,1,4,3,5,5,2,5,330
34,2,6,13,321,7,7,9,10,1,6,4,2,2,2,2,5,6,4,5,60
25,2,6,13,322,4,9,7,6,2,7,3,4,1,1,1,3,2,2,5,270
30,1,6,19,720,8,2,7,7,2,4,9,2,3,5,3,6,7,2,5,210
25,1,6,12,322,5,5,5,5,4,2,5,2,2,2,2,7,7,2,5,600
65,1,4,9,322,1,1,5,5,4,3,5,2,2,2,3,6,7,3,5,480
65,1,6,13,322,2,10,6,9,3,3,1,1,1,2,3,6,1,1,5,210
35,1,6,13,322,9,7,7,7,2,4,5,5,2,2,2,6,7,3,5,180
17,2,6,10,213,2,5,4,4,3,7,2,1,1,6,1,6,6,3,5,240
29,1,6,13,322,6,2,7,6,2,6,6,4,3,5,1,7,7,2,5,150
68,2,5,13,322,3,8,7,7,2,4,7,1,1,1,6,5,2,3,5,15
25,1,6,12,610,1,0,7,6,2,6,8,2,1,6,3,7,7,3,5,240
62,2,4,8,212,9,10,10,6,5,6,5,5,1,5,3,6,6,3,5,120
22,2,6,15,313,4,1,7,7,2,5,6,2,1,3,4,7,7,2,5,180
32,2,6,15,520,2,4,4,3,2,5,6,2,2,3,4,6,3,2,5,420
77,1,5,20,720,8,3,7,7,2,6,6,2,2,2,5,7,7,3,5,420
51,1,5,15,720,10,2,10,10,4,6,7,6,1,6,2,7,7,2,5,180
68,1,6,3,322,2,5,8,9,1,6,4,1,2,3,5,7,7,2,5,30
25,2,6,16,620,6,0,8,9,1,6,5,1,2,6,4,7,7,2,5,210
38,1,6,9,212,4,5,3,3,4,4,5,2,2,1,5,6,6,2,5,510
40,2,4,8,113,3,5,5,1,3,5,6,3,2,2,3,7,6,2,5,120
23,2,6,16,313,9,8,8,8,2,6,2,5,2,1,2,4,1,4,5,560
22,1,6,13,322,10,4,8,8,3,7,8,1,1,1,2,6,6,5,5,240
22,2,6,16,423,7,1,9,8,2,6,6,3,2,4,2,7,6,2,5,180
25,1,6,17,423,10,0,9,8,2,7,5,4,2,5,1,7,7,4,5,120
29,2,6,19,720,9,3,9,9,1,6,7,2,2,3,2,5,6,3,5,120
57,1,4,15,520,7,1,3,3,4,6,5,4,3,2,4,7,7,3,5,30
76,1,5,13,322,4,6,8,8,2,6,6,1,2,2,2,6,3,3,5,30
35,1,6,15,322,7,0,8,8,1,4,10,2,1,6,1,7,7,2,5,960
49,2,6,16,422,7,3,8,8,2,6,2,1,1,1,2,7,7,2,5,300
57,2,4,19,800,6,10,6,8,4,5,7,4,3,2,4,3,1,1,4,300
18,1,6,12,313,10,2,10,10,1,7,6,2,1,4,3,7,7,3,5,300
35,2,6,25,620,1,2,8,9,2,6,8,5,2,4,3,7,7,4,5,60
53,1,4,13,322,8,0,6,8,1,3,3,5,1,6,3,7,7,3,5,120
59,2,4,18,720,10,0,9,9,1,4,8,1,4,4,4,7,7,3,5,60
82,1,5,14,520,10,7,9,8,2,7,7,3,1,2,3,3,1,4,5,180
20,2,6,13,322,10,7,9,8,2,6,3,5,4,6,2,7,7,2,5,600
22,2,6,17,422,10,7,8,8,1,4,7,2,1,2,2,6,6,3,5,540
85,1,1,12,520,4,8,6,6,3,6,7,3,2,3,5,3,1,2,5,30
34,2,6,16,620,10,4,10,10,1,5,7,1,2,3,3,5,6,3,5,120
58,1,6,12,322,2,0,8,7,3,5,5,1,2,3,3,7,7,2,5,60
44,2,4,15,423,8,1,9,9,2,2,5,3,1,4,3,7,7,2,5,300
45,2,6,15,422,1,6,5,4,2,5,4,2,2,4,5,5,4,2,5,61
53,1,6,18,520,2,7,3,7,2,4,7,3,2,4,3,7,7,3,4,210
34,1,6,18,423,7,0,8,8,2,4,5,5,3,6,4,7,7,3,5,720
54,1,6,13,322,4,9,6,6,4,5,4,3,2,2,2,4,6,2,5,60
18,2,6,12,322,7,5,8,8,3,7,2,2,2,3,2,7,7,3,5,5
68,1,5,11,322,4,5,10,8,3,4,4,1,1,2,2,7,6,3,4,60
23,1,6,13,322,8,6,10,10,1,6,7,6,1,3,1,5,7,2,5,360
16,1,6,9,113,5,8,8,8,1,6,1,4,1,1,2,4,1,3,5,480
32,1,6,13,312,5,2,7,6,2,5,5,5,2,4,4,7,7,2,5,180
16,1,6,9,212,6,7,9,10,2,4,7,3,2,2,2,5,4,1,4,330
46,2,4,13,321,8,4,8,6,2,6,4,3,2,1,2,5,7,2,5,240
29,1,6,14,322,2,5,6,7,4,6,8,2,2,5,2,7,7,4,5,180
64,2,5,16,322,2,4,3,8,3,6,4,5,1,3,3,6,2,2,5,20
35,2,6,14,322,4,0,5,5,2,6,2,1,1,6,1,7,7,4,5,720
30,1,6,17,610,4,4,7,7,1,6,6,2,2,5,4,6,6,3,5,210
25,1,6,13,422,4,0,7,7,4,2,5,2,4,4,1,7,7,3,5,240
31,1,6,20,322,3,10,10,10,1,3,5,4,1,6,3,7,7,2,5,210
42,1,6,19,720,6,8,7,7,2,3,8,3,1,2,5,7,1,3,5,90
21,2,6,11,213,2,3,9,9,2,6,5,3,2,5,3,5,6,3,5,120
51,2,6,23,620,7,5,9,9,3,6,3,5,3,3,3,5,6,3,5,330
26,1,6,20,313,9,7,10,10,1,7,4,3,1,2,2,6,2,4,5,300
20,1,6,14,312,8,1,8,8,1,5,5,1,3,2,3,5,6,3,5,420
17,1,6,9,212,6,5,8,5,1,6,5,3,1,1,2,5,2,3,5,300
68,1,5,8,212,3,2,9,7,3,6,5,1,1,2,1,6,7,2,5,150
27,2,6,17,610,9,4,7,7,2,6,8,2,4,2,1,6,7,4,5,600
24,2,6,17,422,5,7,8,8,2,6,3,3,1,1,2,5,7,3,5,120
29,2,6,18,620,5,3,7,7,3,6,7,4,2,4,3,7,7,3,5,390
26,2,6,18,620,2,8,8,7,2,6,5,3,3,3,3,5,2,3,5,120
76,2,5,10,322,1,10,9,9,3,5,4,1,2,4,3,6,1,3,5,10
45,2,6,13,322,1,6,6,7,3,4,5,2,1,3,2,6,6,2,5,120
39,2,6,25,610,10,2,8,7,2,6,7,1,1,4,4,7,6,3,5,600
71,1,4,13,322,8,2,4,6,4,6,0,1,2,2,4,6,6,3,5,180
80,2,5,13,322,4,3,5,6,3,4,5,2,2,3,3,6,7,3,5,240
24,1,6,10,212,4,4,9,9,1,6,4,1,3,4,2,5,6,3,5,900
19,2,6,12,213,10,6,9,8,2,7,3,3,2,4,3,5,4,4,5,330
